,Hoax Words,Frequency
6048,panggung,1
6049,pangsit2,1
6050,panic,7
6051,panik,49
6052,panita,1
6053,panjaitan,15
6054,panjan,1
6055,panjang,9
6056,panjang2,1
6057,panjat,1
6058,panjenengan,2
6059,panlih,1
6060,pansel,4
6061,pantau,23
6062,panteslah,2
6063,panturas,3
6064,panutanque,1
6065,panwaslih,1
6066,panwaslu,1
6067,papa,1
6068,papar,18
6069,papinja,1
6070,papua,55
6071,papuan,1
6072,para,1
6073,paragraf,1
6074,parah,4
6075,parakansalak,2
6076,paralayang,1
6077,parawansa,1
6078,parcel,1
6079,pardon,1
6080,parent,1
6081,parenting,2
6082,pariwsta,1
6083,park,8
6084,parker,2
6085,parkir,2
6086,parnok,1
6087,parody,2
6088,parpol,7
6089,partai,1
6090,partai2,1
6091,partisipasi,17
6092,parttime,1
6093,party,2
6094,paru2,1
6095,paruh,2
6096,pasal,2
6097,pasang,32
6098,pasar,3
6099,pasaribu,3
6100,pascagempa,1
6101,pascapemilu,1
6102,pasien,5
6103,pasifik,1
6104,paskibraka,1
6105,paslon,12
6106,pasok,3
6107,paspamprespun,1
6108,passion,2
6109,pasti,21
6110,pasu,2
6111,pasuk,3
6112,pasutri,1
6113,patas,1
6114,paten,1
6115,patients,1
6116,patje,1
6117,patria,1
6118,patuh,3
6119,patut,1
6120,paud,2
6121,paut,2
6122,pay,1
6123,payless,1
6124,pbnu,3
6125,pcr,2
6126,pctl,1
6127,pdam,5
6128,pdhal,2
6129,pdhl,6
6130,pdi,10
6131,pdip,1
6132,pdkt,2
6133,pdp,5
6134,peacock,1
6135,peama,2
6136,peca,1
6137,pecah,6
6138,pecat,11
6139,pedes,1
6140,peduli,3
6141,peduliin,1
6142,peek,2
6143,peemuan,1
6144,peenyataan,1
6145,pegang,5
6146,pegawai,2
6147,peka,5
6148,pekan,1
6149,pekarang,1
6150,peke,1
6151,peleh,1
6152,pelihara,5
6153,pelindo,1
6154,pelintir,47
6155,pelototin,1
6156,pelsong,1
6157,peluang,1
6158,peluk,4
6159,pematangsiantar,1
6160,pembant,1
6161,pembantu2,1
6162,pembecinya,1
6163,pemda,8
6164,pemdamping,1
6165,peme,1
6166,pemerin,1
6167,pemerint,3
6168,pemerinta,1
6169,pemerintahn,1
6170,pemkab,4
6171,pemkot,104
6172,pemkotnya,1
6173,pemprotes,1
6174,pemprov,16
6175,pemred,2
6176,pemrth,1
6177,pemulihann,1
6178,pen,1
6179,penandatanganan,3
6180,penanganany,1
6181,penanggulanga,1
6182,penangkapan2,1
6183,penasaran,1
6184,penc,1
6185,pencerahane,1
6186,pendapat2,1
6187,pendudukny,1
6188,pendukung2,2
6189,pene,1
6190,peng,5
6191,pengaggum,1
6192,pengantin,1
6193,pengaruh,8
6194,penggal,3
6195,penghianat,3
6196,pengkol,1
6197,penies,1
6198,penjara,4
6199,penjulid,2
6200,pentas,2
6201,penting,13
6202,pentolan2,1
6203,penuh,10
6204,peny,1
6205,penyeb,1
6206,penyebrangan,1
6207,penyelamatn,1
6208,penyelanggara,1
6209,peolongan,1
6210,peopl,1
6211,people2,1
6212,per,7
6213,per3an,1
6214,peran,9
6215,perang,1
6216,perangkat,2
6217,perangko,2
6218,perata,1
6219,perba,1
6220,perban,1
6221,perbe,1
6222,perbedaanya,1
6223,percados,1
6224,percaya,22
6225,percayaa,2
6226,percoyo,2
6227,percumah,1
6228,percya,1
6229,perempua,1
6230,perform,1
6231,performance,3
6232,performers,1
6233,perge,1
6234,pergi,6
6235,perhati,33
6236,perhatia,1
6237,periha,1
6238,periksa,55
6239,periksa2,1
6240,perind,1
6241,perintah,12
6242,periode,1
6243,perizininan,1
6244,perjuangin,1
6245,perkara,2
6246,perkemba,1
6247,perki,1
6248,perkosa,1
6249,perkumpu,1
6250,perl,1
6251,perlu,5
6252,perluh,1
6253,perlun,1
6254,permanen,3
6255,pern,1
6256,perna,2
6257,pernyataan2,1
6258,perpanjangbsim,1
6259,perppu,1
6260,perpu,11
6261,perscon,1
6262,persepakbolaan,1
6263,persepsi,1
6264,persetan,1
6265,persib,7
6266,persija,1
6267,persipura,2
6268,persiraja,2
6269,persoala,1
6270,persona,1
6271,personil,6
6272,pert,1
6273,pertama,1
6274,pertamina,8
6275,pertanggunjawabanny,1
6276,pertanyaaan,1
6277,pertimbangankan,1
6278,pertmuan,1
6279,peruode,1
6280,pesan,7
6281,pesawat2an,1
6282,pesebakbola,1
6283,pesiar,2
6284,pesona,1
6285,pesta,1
6286,peta,2
6287,peter,2
6288,petinggi,3
6289,petral,1
6290,petroxi,1
6291,petu,1
6292,pffffffttttttttttttt,1
6293,pgi,1
6294,pgn,4
6295,pham,1
6296,phan,1
6297,phoax5valids,1
6298,photo,5
6299,photo2,1
6300,photobooth,2
6301,photofunia,1
6302,photographie,2
6303,photography,1
6304,piagio,1
6305,piara,1
6306,pickup,1
6307,picu,3
6308,pidana,4
6309,pidato,3
6310,pierre,2
6311,pigai,2
6312,pihak,2
6313,pihakya,1
6314,pihal,1
6315,piham,1
6316,pijet,1
6317,pik,3
6318,pikada,1
6319,pikir,49
6320,pikir2,1
6321,pilatus,2
6322,pilbup,7
6323,pileg,3
6324,pilgub,2
6325,pilhan,1
6326,pilih,97
6327,pilihane,1
6328,pilkada,8
6329,pim2,1
6330,pimpin,33
6331,pindah,25
6332,pindai,3
6333,pineng,1
6334,pinggir,1
6335,pingin,5
6336,pinjam,2
6337,pinjeman,1
6338,pink,2
6339,pinokio,4
6340,pintu2,3
6341,pipi,1
6342,piplres,1
6343,pipu,1
6344,piranha,1
6345,pis,3
6346,pisa,2
6347,pisah,5
6348,piyambakipun,2
6349,pju,2
6350,pkc,1
6351,pkh,1
6352,pki,19
6353,pks,16
6354,pl,1
6355,pla,1
6356,plaingsong,1
6357,planga,7
6358,plas,1
6359,plastic,1
6360,plastik2,1
6361,playdate,2
6362,playfest,5
6363,playlist,6
6364,playsetan,4
6365,playstore,1
6366,plbn,1
6367,pleciden,1
6368,plengas,1
6369,plengos,1
6370,pliiis,1
6371,plintir,1
6372,plonga,3
6373,plongaplongopendusta,3
6374,plongo,10
6375,plowersnya,1
6376,ply,3
6377,plzz,1
6378,pmbenci,1
6379,pmi,4
6380,pminpin,1
6381,pmk,2
6382,pmsalahan,1
6383,pndjaitan,1
6384,pnganan,1
6385,pnh,1
6386,pnik,2
6387,pnjng,1
6388,pnk,1
6389,pns,13
6390,pnya,3
6391,pnyebaran,1
6392,pocketbac,1
6393,podcast,5
6394,poetics,1
6395,pohon,6
6396,poi,1
6397,poin,2
6398,point,8
6399,pojok,9
6400,poko,5
6401,pokok,1
6402,pokoke,2
6403,pokokx,1
6404,pol,1
6405,pol2an,1
6406,polandia,1
6407,polarisasi,1
6408,polda,7
6409,polhukam,2
6410,polinema,1
6411,polis,1
6412,polisi,15
6413,politica,1
6414,politics,1
6415,politik,9
6416,politik2,1
6417,politika,1
6418,politis,5
6419,politisasi,4
6420,politisir,2
6421,polling,1
6422,polotik,1
6423,polpp,2
6424,polr,1
6425,polres,8
6426,polresta,3
6427,polri,27
6428,polsek,1
6429,poltek,1
6430,polwan,1
6431,polyester,1
6432,pom,4
6433,pompes,1
6434,ponselnya,1
6435,ponsius,1
6436,pontianak,4
6437,porak,1
6438,poranda,1
6439,pornhub,1
6440,porsine,1
6441,portable,1
6442,portfolio,3
6443,portugal,1
6444,pose,2
6445,posisi,3
6446,positip,1
6447,positive,1
6448,posko,9
6449,post,22
6450,postif,1
6451,postingan,10
6452,posttingan,1
6453,potensi,20
6454,potifi,1
6455,potoin,1
6456,potong,11
6457,potongab,1
6458,potret,2
6459,powell,1
6460,poyuono,12
6461,ppd,1
6462,ppdb,3
6463,ppk,4
6464,ppkpi,1
6465,ppl,1
6466,pppfffftttt,1
6467,pppk,1
6468,ppsu,1
6469,pqk,1
6470,prabo,1
6471,prabon,1
6472,prabowo,118
6473,practice,2
6474,practices,1
6475,pragawan,1
6476,praha,2
6477,praktek,9
6478,praktik,1
6479,pram,2
6480,pramadya,1
6481,prambors,2
6482,pramita,2
6483,prancis,7
6484,pranowo,2
6485,prasaan,1
6486,prasetyo,1
6487,praveen,1
6488,pray,1
6489,precaution,1
6490,prediksi,4
6491,prediski,1
6492,preeeeeeeettt,1
6493,preesss,1
6494,premier,1
6495,premiere,1
6496,prepare,2
6497,pres,4
6498,presentation,1
6499,presenting,1
6500,presid,1
6501,preside,3
6502,presiden,7
6503,president,19
6504,presidenya,2
6505,preskon,1
6506,press,6
6507,prestasi,4
6508,pret,1
6509,pretty,6
6510,prevent,1
6511,pribadi,7
6512,price,1
6513,pride,1
6514,prihatin,2
6515,princess,2
6516,prinsip,1
6517,printer,2
6518,printing,1
6519,priode,3
6520,prioritas,4
6521,priotitas,1
6522,pripun,2
6523,priscila,1
6524,pristiwa,2
6525,privadi,1
6526,priyode,1
6527,priyono,1
6528,prlindungan,1
6529,pro3,1
6530,probolinggo,1
6531,prod,1
6532,produksi,4
6533,profesi,2
6534,professional,3
6535,program2,1
6536,programmeer,1
6537,programmer,1
6538,progressif,1
6539,project,4
6540,projection,3
6541,promo,9
6542,promosi,1
6543,promosiin,1
6544,promoted,3
6545,property,1
6546,propinsi,3
6547,proporsionalitas,1
6548,proses,6
6549,proteksi,1
6550,protes,2
6551,protok,1
6552,protokol,2
6553,proudly,1
6554,prov,1
6555,provider,4
6556,provokasi,2
6557,proyek,3
6558,prppb,1
6559,prtimbangan,1
6560,ps,11
6561,ps3,3
6562,ps4,2
6563,psis,3
6564,psmp,1
6565,psms,2
6566,pssi,17
6567,psti,2
6568,pswt,1
6569,ptpn,1
6570,ptps,2
6571,puantesan,1
6572,puas,1
6573,puasa,7
6574,puasss,1
6575,publi,2
6576,publikasi,1
6577,publishing,1
6578,pudji,1
6579,puj,1
6580,puja,3
6581,puji,30
6582,puji2,2
6583,pujiastuti,1
6584,pujon,1
6585,pukul,6
6586,pulak,1
6587,pulang,17
6588,pulangin,2
6589,pulau,6
6590,pulih,1
6591,puluh,18
6592,pulung,2
6593,pump,4
6594,puncak,2
6595,pundi2,1
6596,punggawa,1
6597,punhoaxvalid,1
6598,punten,5
6599,punya,2
6600,pura,1
6601,pura2,5
6602,purn,2
6603,purnomo,1
6604,puruk,3
6605,purwakarta,2
6606,purwanto,1
6607,purwo,4
6608,purwodadi,2
6609,purwokerto,2
6610,purworejo,1
6611,pus,1
6612,pusat,5
6613,push,1
6614,pushidrosal,1
6615,pusing2,1
6616,puskemas,1
6617,puskesma,1
6618,puslatpur,3
6619,pustaka,3
6620,putar,20
6621,puter,5
6622,putera,1
6623,putin,2
6624,putiray,4
6625,putra2,1
6626,putranto,4
6627,putri,1
6628,putus,18
6629,pvc,1
6630,py,1
6631,qabul,1
6632,qadarullah,1
6633,qarni,1
6634,qiu,1
6635,qom,1
6636,qorona,1
6637,qr,2
6638,qta,2
6639,quality,2
6640,quds,1
6641,quezon,1
6642,qunut,4
6643,qur,2
6644,quraish,9
6645,raba,1
6646,racun,3
6647,rafael,3
6648,ragam,5
6649,ragu,10
6650,ragunan,1
6651,rahardi,1
6652,rahardjo,1
6653,rahasia,16
6654,rahasiain,1
6655,rahmah,1
6656,raider,1
6657,raih,6
6658,raihaanun,5
6659,railmin,1
6660,railway,1
6661,raisa,10
6662,rajalela,2
6663,rajata,9
6664,rajin,3
6665,rakabuming,2
6666,rakya,1
6667,rakyat,239
6668,rakyata,1
6669,rakyatalah,1
6670,rakyay,1
6671,rakyt,2
6672,ralat,2
6673,ramai,15
6674,ramai2,1
6675,ramal,1
6676,ramayana,1
6677,rambah,1
6678,ramdany,1
6679,rame2,3
6680,ramei,1
6681,ramengvrl,3
6682,rampal,4
6683,rampok,2
6684,ramu,5
6685,rancang,4
6686,ranch,2
6687,rang,11
6688,range,2
6689,rangen,1
6690,rangin,1
6691,rangkai,8
6692,rangkap,2
6693,rangkep2,1
6694,rangkul,4
6695,rangkum,3
6696,rangkut,1
6697,rani,2
6698,rantau,4
6699,rap,1
6700,rapat,10
6701,rapi,3
6702,rapid,1
6703,rapih,1
6704,rapihin,1
6705,raport,1
6706,rapper,5
6707,ras,5
6708,rasa,20
6709,rasane,1
6710,rasi,1
6711,rasmijan,1
6712,rasta,3
6713,rasuk,1
6714,rasuna,1
6715,rat,2
6716,rata,6
6717,rata2,3
6718,ratas,1
6719,rate,1
6720,rating,1
6721,ratio,3
6722,ratus,29
6723,raudlatut,1
6724,ravi,1
6725,rawa,1
6726,rawan,1
6727,rawat,15
6728,raya,8
6729,rayap,1
6730,rayendra,1
6731,rayon,1
6732,rayu,2
6733,raywhite,1
6734,rayya,1
6735,razak,2
6736,razer,1
6737,razor,1
6738,rea,1
6739,reaction,1
6740,read,1
6741,reader,2
6742,ready,17
6743,reaksi,3
6744,realisasi,1
6745,realita,1
6746,reality,2
6747,realtime,1
6748,rebah,4
6749,rebak,4
6750,rebo,2
6751,reborn,3
6752,rebut,6
6753,receh,1
6754,recok,9
6755,recom,2
6756,recomended,5
6757,recommend,1
6758,records,3
6759,recovering,1
6760,reda,3
6761,redam,4
6762,redcat,1
6763,redy,1
6764,reeeek,1
6765,referensi,1
6766,refillnya,1
6767,refly,3
6768,regane,1
6769,regina,1
6770,registrasi,1
6771,rehoboth,1
6772,rekam,15
6773,rekan,1
6774,rekk,1
6775,rekkk,1
6776,rekom,4
6777,rekomen,11
6778,rekomendasi,4
6779,rekomended,3
6780,rekrut,3
6781,relations,1
6782,relgius,1
6783,rem,2
6784,remaja,1
6785,remeh,6
6786,remehin,1
6787,rempah2,1
6788,rempug,1
6789,rempye,1
6790,renacanakan,1
6791,renang,1
6792,renata,1
6793,rencana,17
6794,rendah,4
6795,rendra,2
6796,renung,1
6797,repaint,1
6798,repak,1
6799,replacements,1
6800,reply,10
6801,repo,1
6802,repost,1
6803,reposted,4
6804,repot,2
6805,reppel,1
6806,republic,2
6807,republican,1
6808,republika,1
6809,request,2
6810,resah,14
6811,rescue,1
6812,reshuffle,3
6813,resident,1
6814,resin,1
6815,resistensi,2
6816,resleting,2
6817,resmi,9
6818,reso,1
6819,respective,1
6820,respon,13
6821,responnya,4
6822,respons,3
6823,responsibility,1
6824,resso,2
6825,rest,1
6826,resti,1
6827,resto,3
6828,restorasi,2
6829,restrictions,1
6830,restu,1
6831,resuffle,1
6832,result,1
6833,retas,4
6834,retsleting,1
6835,retweeetttttt,1
6836,review,31
6837,reviewers,3
6838,reviews,3
6839,revisi,2
6840,rezeki,1
6841,rezky,1
6842,rhesa,2
6843,rheumatology,1
6844,rhoma,2
6845,rhsia,1
6846,riah,3
6847,riak,1
6848,riana,3
6849,riauonline,1
6850,ribet,8
6851,ribu,19
6852,ribut2,1
6853,rice,3
6854,ricebox,1
6855,ricis,1
6856,ricky,3
6857,rico,1
6858,ricuh,3
6859,rikala,1
6860,rilis,9
6861,riliv,1
6862,rim,3
6863,rindu,3
6864,ringan,2
6865,ringkus,2
6866,rintis,1
6867,risau,2
6868,risi,2
6869,risiko,2
6870,ritwit,1
6871,ritwt,1
6872,ritz,1
6873,riuh,1
6874,riweh,1
6875,riweuh,1
6876,riyadi,3
6877,riyono,1
6878,rizal,3
6879,rizieq,6
6880,rizqie,1
6881,rk,2
6882,rkuhp,6
6883,rkyt,1
6884,rkz,4
6885,rmh,6
6886,road,7
6887,roadshow,3
6888,roasting,1
6889,robert,3
6890,roboh,1
6891,robotik,1
6892,rochi,12
6893,rock,2
6894,rocky,4
6895,rodalon,1
6896,roger,1
6897,roh,1
6898,rohingnya,1
6899,rohingya,2
6900,rohmah,1
6901,rojiun,1
6902,rok,2
6903,roket,8
6904,rokok,2
6905,rombong,8
6906,romesko,2
6907,romi,1
6908,romli,1
6909,romo,1
6910,romokalisari,1
6911,ron,1
6912,ronald,1
6913,rongsok,1
6914,ronta,1
6915,room,2
6916,ros,1
6917,rosalyn,1
6918,rosiade,2
6919,rosulull,1
6920,roto,2
6921,rouen,1
6922,roy,4
6923,royyan,1
6924,rp257,1
6925,rp3,1
6926,rp3valid,1
6927,rp5valid,1
6928,rp5validvalid,1
6929,rp6hoax4,1
6930,rphoax,1
6931,rphoax5,2
6932,rphoax5valid,1
6933,rphoax7,2
6934,rrc,7
6935,rri,2
6936,rscm,1
6937,rsi,1
6938,rsia,2
6939,rsj,1
6940,rspad,5
6941,rspi,2
6942,rssa,8
6943,rsu,5
6944,rsud,7
6945,rsup,3
6946,rtnya,1
6947,ru,1
6948,rua,1
6949,ruang,1
6950,rubah,4
6951,rubella,1
6952,rubilicious,1
6953,rudapaksa,1
6954,ruf,27
6955,rugi,14
6956,rujuk,11
6957,ruki,2
6958,ruko,2
6959,rum,1
6960,rumah,27
6961,rumania,1
6962,rumpoko,1
6963,rumus,1
6964,rundown,3
6965,rundownnya,1
6966,rundung,2
6967,rupi,1
6968,rupiyah,1
6969,rusa,3
6970,rusak,7
6971,rusia,2
6972,rusuh,10
6973,rusun,1
6974,ruu,3
6975,ruwindomart,2
6976,ryno,1
6977,rzm,1
6978,s3,1
6979,s5,1
6980,s7,1
6981,saaaaaangat,1
6982,saat,7
6983,saat2,2
6984,sabangmerauke,1
6985,sabar,9
6986,sabda,1
6987,sabrina,1
6988,sabu,3
6989,sabun,1
6990,sachetan,1
6991,sacrifice,1
6992,sadar,12
6993,sadik,1
6994,sadis2,1
6995,sadizzz,1
6996,safenet,1
6997,saget,2
6998,sah,7
6999,saha,1
7000,sahabat,6
7001,sahari,1
7002,sai,2
7003,saidu,2
7004,saiful,4
7005,saing,3
7006,sair,1
7007,saiyya,1
7008,saj,2
7009,saja,1
7010,sajah,1
7011,sajatinya,1
7012,saji,5
7013,saki,1
7014,sakit,46
7015,sakjane,2
7016,sakniki,1
7017,sakno,1
7018,sakses,1
7019,saksi,44
7020,salah,43
7021,salahh,1
7022,salahin,5
7023,salahka,1
7024,salahsatunya,1
7025,salam,3
7026,salamuddin,1
7027,salatiga,1
7028,salbut,1
7029,salib,1
7030,salin,3
7031,saline,1
7032,salman,5
7033,salur,1
7034,salura,1
7035,sama,8
7036,sama2,7
7037,samar,6
7038,sambang,1
7039,sambar,3
7040,sambung,4
7041,sambut,4
7042,samean,1
7043,samirah,1
7044,samirin,1
7045,sampa,1
7046,sampai,4
7047,samping,6
7048,sampit,1
7049,samples,1
7050,sampling,1
7051,sampul,1
7052,samsul,3
7053,sanata,1
7054,sanchez,2
7055,sandera,1
7056,sandiaga,21
7057,sanes,2
7058,sanget,1
7059,sangga,1
7060,sangka,8
7061,sangkal,3
7062,sangkut,7
7063,sanitasi,1
7064,sanitizer,61
7065,sanitizers,1
7066,sanjaya,1
7067,sanks,1
7068,sant,1
7069,santaai,1
7070,santai2,1
7071,santi,2
7072,santoso,3
7073,santuuuuy,1
7074,santuy,8
7075,santuy2,1
7076,sanusi,1
7077,saodah,1
7078,sapardi,9
7079,sapawarga,2
7080,sapitri,1
7081,sapta,1
7082,saputra,2
7083,saran,14
7084,saran2,1
7085,sarap,1
7086,sarat,1
7087,sarcovid,1
7088,sardi,3
7089,sardo,1
7090,sareng,2
7091,sari,1
7092,sarinah,1
7093,sarkas2,1
7094,sarkowi,1
7095,saroso,3
7096,sars,1
7097,sarumpaet,1
7098,sarwono,1
7099,sasar,2
7100,saskia,1
7101,sasmito,8
7102,sasongko,1
7103,sasuke,1
7104,satgas,13
7105,satinizer,1
7106,satlantas,1
7107,satpas,6
7108,satpol,5
7109,satu,64
7110,satu2,1
7111,satu2nya,5
7112,sauce,1
7113,saudara,3
7114,saudara2mu,1
7115,saudi,10
7116,saur,2
7117,saurus,1
7118,saved,1
7119,savrinadeya,1
7120,sawah,1
7121,sawangane,1
7122,sawojajar,17
7123,saya,1
7124,sayah,1
7125,sayang,14
7126,sayur,3
7127,sbaik,1
7128,sbaiknya,1
7129,sbelumnya,1
7130,sblumnya,1
7131,sblumnye,1
7132,sbntar,1
7133,scene,2
7134,school,7
7135,schroder,2
7136,science,2
7137,scoll,1
7138,scoon,1
7139,screening,3
7140,screenshot,4
7141,script,1
7142,sctv,2
7143,sda,1
7144,sdf,1
7145,sdgkan,2
7146,sdr,1
7147,sdra2nya,1
7148,se7,1
7149,seafood,1
7150,seba,1
7151,sebab,10
7152,sebag,1
7153,sebaga,1
7154,sebagain,1
7155,sebalikna,2
7156,sebar,165
7157,sebe,1
7158,sebentar,6
7159,seblak,2
7160,sebnr,1
7161,seboook,1
7162,sebrang,1
7163,sebrangnya,4
7164,sebut,25
7165,secangih,1
7166,secepatnyaa,1
7167,sechan,17
7168,secharian,40
7169,secon,1
7170,seconde,1
7171,sedi,2
7172,sedia,18
7173,sedih,1
7174,sedihhhhh,1
7175,sediih,1
7176,sedilit,1
7177,sedot,2
7178,sefrui,1
7179,segalaa,1
7180,segar,1
7181,segera,3
7182,segitu,5
7183,segitunya,2
7184,segra,1
7185,segreget,1
7186,seha,1
7187,sehar,1
7188,seharusn,1
7189,sehat,95
7190,sehat2,11
7191,sehing,1
7192,sej,1
7193,seja,1
7194,sejahtera,1
7195,sejajar,2
7196,sejarah,4
7197,sejati,3
7198,sejatim,1
7199,sejawa,1
7200,sejelas2nya,1
7201,seju,1
7202,sejum,1
7203,sejumla,1
7204,sek,2
7205,sekadrun,1
7206,sekaliii,1
7207,sekarepmu,1
7208,sekarng,2
7209,sekda,1
7210,sekinahjl,1
7211,sekitar,13
7212,sekitarny,1
7213,sekjen,4
7214,seklian,1
7215,seko,1
7216,sekolah,1
7217,sekolah2,5
7218,sekrg,1
7219,sekroll,1
7220,seksama,1
7221,sekule,1
7222,sekulerime,1
7223,sekutu,1
7224,sela,1
7225,selaluu,1
7226,selamat,17
7227,selancar,1
7228,selandia,2
7229,selaras,1
7230,selebgram,2
7231,selebritis,1
7232,selecta,1
7233,selenggara,23
7234,selesai,18
7235,seleuruh,1
7236,selfy,1
7237,seliwer,1
7238,seller,1
7239,selotip,1
7240,seluas2nya,1
7241,seludup,1
7242,selundup,2
7243,selur,1
7244,seluruh,1
7245,sem,3
7246,semai,1
7247,semak,1
7248,seman,1
7249,semangat,68
7250,semangatin,1
7251,semangattt,1
7252,semat,1
7253,sembah,14
7254,sembako,9
7255,sembarang,3
7256,sembuh,4
7257,sembunyi,8
7258,sembunyi2,2
7259,sembur,1
7260,semi,5
7261,semlm,1
7262,sempat,6
7263,sempet2nye,1
7264,sempetnya,1
7265,semprot,19
7266,semprotin,1
7267,semprul,1
7268,semrawut,1
7269,semua,1
7270,semuaa,2
7271,semuanyaa,1
7272,semvak,1
7273,sen,13
7274,senang,6
7275,senayan,7
7276,sendangmulyo,1
7277,sendir,1
7278,sendiri,5
7279,sendiri2,1
7280,sendiria,1
7281,sene,1
7282,sengat,1
7283,senggol,1
7284,sengkaling,3
7285,sengketa,1
7286,sengsara,4
7287,seni,1
7288,senjata,3
7289,sense,1
7290,sensi,5
7291,sensor,1
7292,sentani,1
7293,sentil,2
7294,sentuh,2
7295,senya,1
7296,senyaaaap,1
7297,senyap,2
7298,senyap2,2
7299,senyapin,2
7300,senyappp,1
7301,senyappppp,1
7302,senyawa,1
7303,seoalah,1
7304,seok,1
7305,seokarno,5
7306,seorgpun,1
7307,sepak,1
7308,sepakat,6
7309,sepatu,4
7310,sepenuh,5
7311,sepi,1
7312,sepil2,1
7313,seporadis,1
7314,seprti,1
7315,septiaji,1
7316,septic,2
7317,sepupu,2
7318,seragam,2
7319,serah,13
7320,serame,1
7321,serang,24
7322,seranga,1
7323,serban,1
7324,serbu,3
7325,serda,2
7326,serempak,2
7327,serentak,9
7328,seret,3
7329,serie,2
7330,serikat,1
7331,sering,2
7332,sering2,2
7333,serius,8
7334,serma,1
7335,serologis,1
7336,serpih,1
7337,serta,28
7338,sertifikasi,1
7339,seru,45
7340,server,5
7341,servis,2
7342,servise,1
7343,servisin,1
7344,sesal,4
7345,sesat,2
7346,sesimple,1
7347,sesmen,1
7348,session,2
7349,sessions,3
7350,sesuai,3
7351,sesumbar,1
7352,setatemen,1
7353,seterilkan,1
7354,setia,1
7355,setiabudi,1
7356,setiunggi,1
7357,setjen,1
7358,setop,3
7359,setor,3
7360,setrum,1
7361,sets,1
7362,settingan,2
7363,setujuuuh,1
7364,setujuuuu,1
7365,setyobudi,1
7366,seup,1
7367,seupama,1
7368,sewa,12
7369,seward,1
7370,sewo,1
7371,seyogyanya,1
7372,sgbsa,1
7373,shaking,1
7374,shanghai,2
7375,shantika,2
7376,share,42
7377,shareefa,1
7378,sharing,13
7379,shasta,1
7380,shaun,1
7381,sheep,1
7382,sheila,3
7383,sheinafia,3
7384,sherina,2
7385,sherinna,1
7386,sheryl,7
7387,shg,2
7388,shift,1
7389,shihab,71
7390,shin,1
7391,shinzo,1
7392,shoku,3
7393,sholah,1
7394,sholat,5
7395,sholatnya,1
7396,sholeh,2
7397,shooting,5
7398,shortages,1
7399,shortcut,1
7400,showcase,1
7401,showing,1
7402,showroom,1
7403,shrusny,1
7404,shut,1
7405,sia,3
7406,sia2,1
7407,siadi,5
7408,siang,4
7409,sianying,1
7410,siap,24
7411,siap2,2
7412,siapa,1
7413,siape,1
7414,siar,5
7415,siasat,1
7416,sibak,1
7417,sibapaki,1
7418,siber,3
7419,siberkreasi,6
7420,sibu,1
7421,sibuk,5
7422,sibuntelan,1
7423,sicilia,1
7424,sid,1
7425,sidak,3
7426,sidi,1
7427,sidik,5
7428,sidiq,2
7429,sidoarjohoax,2
7430,sidrap,1
7431,sifat,2
7432,siganture,1
7433,sigli,1
7434,signature,7
7435,sigura,4
7436,sih,2
7437,sihh,3
7438,sihhh,1
7439,sihhhhh,3
7440,sihombing,3
7441,siiih,1
7442,siiiiih,1
7443,sik,1
7444,sikap,12
7445,sikeras,1
7446,siksa,6
7447,sila,48
7448,silah,24
7449,silahturahmi,1
7450,silaka,1
7451,silakaaan,1
7452,silat,1
7453,silent,13
7454,silica,1
7455,silicagel,1
7456,silid,1
7457,silitonga,1
7458,silma,1
7459,siloam,1
7460,silop,1
7461,simak,9
7462,simanjuntak,1
7463,simbolon,1
7464,simpan,7
7465,simpang,6
7466,simpanh,1
7467,simpen,1
7468,simply,1
7469,simprug,2
7470,simpson,1
7471,simpul,1
7472,simuka,1
7473,sinam,1
7474,sinarmas,1
7475,sinchan,2
7476,sinchuan,1
7477,sindir,4
7478,sinergi,2
7479,sinetr,1
7480,sinetrom,1
7481,singanu,1
7482,singapur,1
7483,singgung,5
7484,singkawang,3
7485,singkir,3
7486,singo,2
7487,singosari,14
7488,sinitizer,2
7489,sintas,1
7490,sinulingga,1
7491,sio,1
7492,siola,2
7493,sipa,1
7494,sipandu,1
7495,sipit2,1
7496,sirait,1
7497,siram,1
7498,sirat,1
7499,siregar,1
7500,sirkel,1
7501,sirnaaaaa,1
7502,sisa,4
7503,sisain,1
7504,sisca,2
7505,sisriadi,1
7506,sist,1
7507,sitiiik,1
7508,sitik,1
7509,sitorus,1
7510,sittwe,1
7511,situ,1
7512,situng,5
7513,sivia,5
7514,sivirus,1
7515,siwon,2
7516,siyi,1
7517,size,1
7518,sj,9
7519,sjw,2
7520,sk,2
7521,skb,3
7522,skck,1
7523,skdnya,1
7524,skenario,1
7525,skill,2
7526,skin,1
7527,skitar,1
7528,skola,1
7529,skolah,2
7530,skr,6
7531,skrining,1
7532,skripsi,2
7533,skumpulan,1
7534,skutik,1
7535,slamet,1
7536,sleding,1
7537,slempang,3
7538,slice,1
7539,slime,1
7540,slip,1
7541,slipknot,1
7542,sll,1
7543,sllu,2
7544,slm,1
7545,slogan,1
7546,slorok,1
7547,slur,4
7548,smack,1
7549,smak,2
7550,smakin,2
7551,sman,2
7552,smangat,1
7553,smart,1
7554,smartfren,1
7555,smartphone,1
7556,smbuh,1
7557,smg,2
7558,smgt,1
7559,smk,6
7560,smkn,4
