,Hoax Words,Frequency
4634,marwan,1
4635,mas,53
4636,masa,3
4637,masak,1
4638,masakan,5
4639,masakin,1
4640,masalah,18
4641,masalh,1
4642,masang,2
4643,masarakat,1
4644,masarat,1
4645,masdimboy,1
4646,masela,1
4647,masikhu,1
4648,masinton,3
4649,masio,1
4650,maske,1
4651,masker,7
4652,maskerr,1
4653,masks,1
4654,maslahah,1
4655,maslahat,2
4656,mass,2
4657,massaid,2
4658,massardi,5
4659,massive,1
4660,masterclass,1
4661,mastro,1
4662,masuk,25
4663,masukin,5
4664,masyakatnya,1
4665,masyara,2
4666,masyarak,4
4667,masyaraka,1
4668,masyarakan,1
4669,masyarakat,4
4670,mata,3
4671,matek,2
4672,materai,1
4673,materiel,2
4674,mati,17
4675,matiin,3
4676,matos,9
4677,matre,1
4678,mattalitti,1
4679,matursuwuuun,1
4680,mau,12
4681,maudy,20
4682,maupaun,1
4683,maw,1
4684,maya,10
4685,mayan,1
4686,mayang,2
4687,mayar,1
4688,mayat,1
4689,mayjen,2
4690,mayjend,1
4691,mayor,5
4692,mbacot,1
4693,mbak,2
4694,mbandel,2
4695,mbangun,1
4696,mbari,2
4697,mbek,1
4698,mben,1
4699,mbenerno,1
4700,mbetek,1
4701,mbetik,1
4702,mbr,2
4703,mbrobol,1
4704,mc,2
4705,mcd,2
4706,mcgregor,1
4707,mckinsey,1
4708,mcp,1
4709,mdapat,1
4710,meaning,1
4711,mec,1
4712,mecat,1
4713,medal,1
4714,medeni,1
4715,medeteksi,1
4716,medi,1
4717,media,6
4718,medika,5
4719,medoakan,1
4720,medsos,14
4721,meeting,2
4722,megaria,1
4723,megawati,1
4724,meghan,3
4725,mejik,2
4726,mek,1
4727,mekaar,1
4728,mekar,1
4729,melal,1
4730,melanie,3
4731,melarat,1
4732,melayu,1
4733,melbourne,7
4734,meleddd,1
4735,melibatlan,1
4736,melintir,4
4737,melo,2
4738,melockdown,1
4739,melontarkn,1
4740,mem,7
4741,mema,1
4742,memanfaatkann,1
4743,memang,9
4744,memba,1
4745,membe,1
4746,member,1
4747,memberitahlan,1
4748,members,2
4749,membingukan,1
4750,membully,1
4751,memelas,1
4752,memframing,1
4753,memikierkan,1
4754,meminimalisir,3
4755,mempawah,3
4756,memperba,1
4757,mempolitisir,1
4758,mempromokan,1
4759,memungkink,1
4760,memviralkan,1
4761,memyebar,1
4762,menag,9
4763,menak,1
4764,menang,42
4765,menantu,1
4766,menc,1
4767,mencint,1
4768,mencirin,1
4769,mencreeeeetttt,1
4770,mencrettt,1
4771,mencuc,1
4772,mend,2
4773,mendagri,1
4774,mende,1
4775,mendeklar,1
4776,mendelep,1
4777,mendem,1
4778,mendikbud,4
4779,mending,5
4780,meneg,1
4781,menegadkan,1
4782,menep,1
4783,mengadzab,1
4784,mengahadapi,1
4785,mengakomodir,1
4786,mengalahk,1
4787,mengalahkn,1
4788,mengaten,1
4789,menggelobal,1
4790,menggil,1
4791,menggok,1
4792,mengha,1
4793,menghada,1
4794,menghadang,1
4795,menghi,1
4796,menghimbau,2
4797,mengid,1
4798,mengidenti,1
4799,mengijinkan,3
4800,mengin,1
4801,mengingfeksi,1
4802,mengrikan,1
4803,menhan,1
4804,menhub,12
4805,menhubnya,1
4806,meni,8
4807,menimalisir,1
4808,menindaklanjutinya,1
4809,meningal,1
4810,menirima,1
4811,menjakiti,1
4812,menjatuhk,1
4813,menjdi,1
4814,menjdkan,1
4815,menjlomprongkan,1
4816,menjudge,1
4817,menkes,21
4818,menkesnya,2
4819,menkeu,2
4820,menko,14
4821,menkomarves,1
4822,menkopolhukam,6
4823,menowo,1
4824,menpora,3
4825,mentas,3
4826,mentaya,1
4827,menteri,82
4828,mention,16
4829,mentrine,1
4830,meny,2
4831,menyebarka,1
4832,menyebarluaskan,1
4833,menyer,1
4834,merah,1
4835,merauke,1
4836,merch,1
4837,mercure,1
4838,merdeka,7
4839,merdekaind,1
4840,merdu,1
4841,merentuhkan,1
4842,merespon,1
4843,mereview,1
4844,meri,1
4845,meriksa,2
4846,merjosari,2
4847,merk,3
4848,merlot,1
4849,merobah,1
4850,merokeeeettt,1
4851,merokethoaxvalid,1
4852,merosot,1
4853,merr,1
4854,merry,3
4855,mersin,1
4856,mertua,1
4857,meru,1
4858,merupak,1
4859,mesan,1
4860,mesir,1
4861,mesk,1
4862,messaging,1
4863,messenger,1
4864,mesti,13
4865,meta,5
4866,meter,3
4867,meutia,1
4868,mexico,1
4869,meyelaraskan,1
4870,mgkin,1
4871,mgkn,3
4872,mgomong,2
4873,mhs,2
4874,mhsw,1
4875,mi,2
4876,mic,2
4877,michaella,1
4878,michelle,1
4879,micin,1
4880,microsoft,2
4881,mie,6
4882,mifi,1
4883,mik,2
4884,mikir,15
4885,mikiran,1
4886,mikiri,1
4887,mikirnya,4
4888,mil,3
4889,mila,2
4890,milea,3
4891,milenial,8
4892,milik,22
4893,millenial,2
4894,millennials,1
4895,milu,102
4896,mim,1
4897,mimiti,1
4898,mimpi,5
4899,mimpiiii,1
4900,mimpin,5
4901,minahasa,1
4902,minat,2
4903,mincess,3
4904,mindset,1
4905,mingg,1
4906,minggu,15
4907,mingguann,1
4908,minim,2
4909,minjam,1
4910,minjemin,1
4911,minkem,1
4912,minkot,2
4913,minn,2
4914,minna,1
4915,minnn,3
4916,minsay,2
4917,minta,2
4918,minum,5
4919,minun,1
4920,mir,1
4921,mira,2
4922,mirror,2
4923,mis,3
4924,misi,1
4925,misin,1
4926,misinformasi,2
4927,miskin,2
4928,miskomunikasi,1
4929,miskonsepsi,1
4930,misleading,1
4931,missio,1
4932,missss,1
4933,mistadi,1
4934,mister,1
4935,misterrrr,1
4936,mitigasi,3
4937,mitigasinya,2
4938,mixture,1
4939,mkin,1
4940,mksh,1
4941,mlai,1
4942,mlebet,1
4943,mlehoy,1
4944,mlg,11
4945,mliburkan,2
4946,mmastikan,1
4947,mmbatasi,1
4948,mmeinta,1
4949,mmg,9
4950,mmng,1
4951,mmnggebukan,1
4952,mmtc,1
4953,mnanggapi,1
4954,mncegah,1
4955,mndadak,1
4956,mnding,1
4957,mndpt,3
4958,mngadung,1
4959,mngorbankan,1
4960,mnjadi,2
4961,mnjd,1
4962,mnjelang,1
4963,mnkes,1
4964,mnrt,1
4965,mnt,1
4966,mnutup,1
4967,mobile,2
4968,mobilisasi,1
4969,mobilitas,1
4970,mochtar,2
4971,mockingbird,1
4972,moco,1
4973,modal,1
4974,model,2
4975,modi,1
4976,modifikasi,1
4977,moe,1
4978,moeldoko,2
4979,mohammad,2
4980,mohon,13
4981,mojokerto,5
4982,molaik,1
4983,moleh,1
4984,molekular,1
4985,molen,1
4986,mom,2
4987,momen,1
4988,moms,1
4989,monardo,5
4990,monas,7
4991,monasss,1
4992,moncer,1
4993,mondo,4
4994,mone,1
4995,monggo,19
4996,mongo,1
4997,monica,1
4998,monitor,4
4999,monitoring,1
5000,monmaap,1
5001,monopoli,1
5002,monta,1
5003,montreal,1
5004,moon,3
5005,morat,1
5006,moroseneng,2
5007,morowali,1
5008,moscow,1
5009,moshing,1
5010,moso,2
5011,mossad,1
5012,mother,1
5013,moti,1
5014,motivasi,1
5015,motor,3
5016,motore,1
5017,movement,1
5018,moxkth,1
5019,moza,2
5020,mpang,1
5021,mpr,9
5022,mpud,1
5023,mranani,1
5024,mrintah,1
5025,mrpk,1
5026,mrupakan,1
5027,msg,3
5028,msjid,1
5029,mss,1
5030,msu,1
5031,mtrswun,1
5032,mts,1
5033,muak,2
5034,mual,1
5035,muara,3
5036,muat,5
5037,muba,1
5038,muchtar,1
5039,muda,1
5040,mudah,19
5041,mudarat,1
5042,mudzakir,1
5043,mufidah,1
5044,muhadjir,1
5045,muhadkly,1
5046,muhammadiyah,1
5047,muhtadi,2
5048,mui,5
5049,muja,1
5050,muji,3
5051,muk,1
5052,muka,7
5053,mukernas,5
5054,mukidi,3
5055,mukim,2
5056,mukin,1
5057,mukul,2
5058,mula,1
5059,mulangin,1
5060,mules,3
5061,multiplek,1
5062,mulut,5
5063,mulya,1
5064,mulyadi,1
5065,mulyani,3
5066,mulyati,1
5067,mulyorejo,1
5068,mumoung,1
5069,munardo,2
5070,munas,1
5071,muncul,3
5072,muncung,1
5073,mundur,18
5074,mungk,2
5075,mungki,1
5076,mungut,1
5077,munir,2
5078,muntah,1
5079,muntai,1
5080,muqoddas,1
5081,muqtadir,1
5082,murah,1
5083,murdaningrum,2
5084,muren,3
5085,murid,1
5086,murmer,2
5087,murti,2
5088,museum,1
5089,mushola,1
5090,musical,2
5091,musicpreneur,1
5092,musik,6
5093,musnah,4
5094,muspida,1
5095,muspika,2
5096,musti,3
5097,mustofa,1
5098,musuh,1
5099,musyarawah,1
5100,mut,1
5101,muteri,1
5102,muterin,1
5103,mutih,2
5104,mutu,1
5105,mutualannya,1
5106,mutus,1
5107,myanmar,2
5108,naaaah,2
5109,naahh,1
5110,nabrak,2
5111,nada,1
5112,nadiem,4
5113,nadin,4
5114,naekin,1
5115,naf,1
5116,nafas,3
5117,nafkah,1
5118,naga,1
5119,naggepin,1
5120,naharin,1
5121,nahdlatul,2
5122,nahdliyin,1
5123,nahhh,1
5124,nahla,2
5125,nahrawardaya,1
5126,nahrawi,3
5127,naik,10
5128,naikin,3
5129,nainggolan,2
5130,najelaa,1
5131,najib,1
5132,najwa,414
5133,nakut,1
5134,nakuti,2
5135,nalar,1
5136,nali,2
5137,namanye,1
5138,namaste,2
5139,nami,1
5140,nampaknya,1
5141,nampodong,1
5142,nampol,2
5143,nampolin,1
5144,nan,1
5145,nana,1
5146,nandi,2
5147,nandur,1
5148,nang,12
5149,nangani,1
5150,nangdi,2
5151,nanggung,4
5152,nangkap,5
5153,nangkep,8
5154,nangkepin,2
5155,nanti,6
5156,nanya,34
5157,napak,4
5158,napas,1
5159,nape,2
5160,napi,1
5161,napitupulu,8
5162,nar,1
5163,narahubung,2
5164,naras,1
5165,narasi,4
5166,narik,2
5167,narimaan,1
5168,narkoba,6
5169,naruto,1
5170,narwan,1
5171,nasabah,1
5172,nasakom,1
5173,nasbung,1
5174,nasdem,2
5175,nasehat,2
5176,nasib,4
5177,nasio,1
5178,nasiona,1
5179,nasuha,1
5180,nata,1
5181,natalie,2
5182,natalius,2
5183,nati,2
5184,nation,1
5185,national,3
5186,nations,1
5187,natuna,17
5188,naturalisasi,2
5189,nautin,1
5190,navis,1
5191,nawak,1
5192,nayumi,1
5193,nazi,1
5194,nba,1
5195,ncep,1
5196,nda,5
5197,ndablek,1
5198,ndagel,1
5199,ndak,12
5200,ndamel,1
5201,ndang,4
5202,ndapapa,1
5203,ndasmu,1
5204,ndelok,1
5205,ndeso,1
5206,ndisek,1
5207,ndk,2
5208,ndro,1
5209,ndrooo,1
5210,ndwe,1
5211,ndy,1
5212,neba,1
5213,nebar,1
5214,nebengin,1
5215,nega,4
5216,negar,8
5217,negara,11
5218,negera,2
5219,negeri,1
5220,negeriqu,1
5221,negesin,1
5222,negoro,2
5223,negwri,1
5224,neil,6
5225,nekan,1
5226,neken,1
5227,neko,1
5228,nelongso,1
5229,nelusurin,1
5230,nembak,1
5231,nemenin,3
5232,nempel,4
5233,nemu,13
5234,neneng,1
5235,neng,6
5236,nengok,2
5237,neno,2
5238,nentang,1
5239,nenteng,1
5240,nentuin,1
5241,nepal,1
5242,ner,1
5243,nerima,8
5244,netgrit,1
5245,netijen,7
5246,netizennya,1
5247,nettizen,1
5248,netty,1
5249,network,5
5250,newell,2
5251,newsroom,1
5252,nextdev,1
5253,nga,5
5254,ngabalin,7
5255,ngabres,1
5256,ngabuburit,4
5257,ngabuburitnya,2
5258,ngabus,1
5259,ngaceng,1
5260,ngaco,6
5261,ngademin,2
5262,ngademinnya,1
5263,ngagel,1
5264,ngagelrejo,1
5265,ngagokin,1
5266,ngajak,5
5267,ngajar,1
5268,ngaku,6
5269,ngakuin,1
5270,ngalah,2
5271,ngalahhh,1
5272,ngalam,8
5273,ngalami,1
5274,ngalor,2
5275,ngambil,2
5276,ngamen,7
5277,ngamuk,2
5278,ngancam,1
5279,ngangep,1
5280,ngangkat,1
5281,ngantor,1
5282,nganu,1
5283,ngapaeeeen,1
5284,ngapaen,1
5285,ngape,1
5286,ngapunten,1
5287,ngapusi,1
5288,ngarah,1
5289,ngarepe,1
5290,ngarti,1
5291,ngasi,3
5292,ngaso,2
5293,ngasong,1
5294,ngatai,1
5295,ngatasi,2
5296,ngatasin,3
5297,ngatasinnya,1
5298,ngawor,1
5299,ngawu,1
5300,ngawurrr,1
5301,ngebacot,1
5302,ngebahas,1
5303,ngeband,2
5304,ngebangun,1
5305,ngebayangin,1
5306,ngebentuk,1
5307,ngeberebet,1
5308,ngebisikin,1
5309,ngeblank,1
5310,ngebruk,1
5311,ngebuka,1
5312,ngebully,1
5313,ngebuzzer,1
5314,ngechat,1
5315,ngecilin,1
5316,ngedumel,1
5317,ngefitnah,1
5318,ngegas,4
5319,ngehang,1
5320,ngehina,1
5321,ngei,1
5322,ngejaga,1
5323,ngejamin,1
5324,ngejar,1
5325,ngejegleg,1
5326,ngejelasin,1
5327,ngekek,1
5328,ngekeki,1
5329,ngela,1
5330,ngelakuin,2
5331,ngelamar,1
5332,ngelarang,1
5333,ngelawak,3
5334,ngelesnya,1
5335,ngelewatin,1
5336,ngelihat,1
5337,ngelike,1
5338,ngelindungin,1
5339,ngelindur,1
5340,ngeloncatin,1
5341,ngeluarin,2
5342,ngeluh,3
5343,ngen,1
5344,ngene,4
5345,ngentenan,1
5346,ngentit,1
5347,ngeper,1
5348,ngepost,1
5349,ngerasain,1
5350,ngerazia,2
5351,ngerespon,1
5352,ngeriiiiii,1
5353,ngerik,1
5354,ngeritik,2
5355,ngerti,30
5356,ngertiin,1
5357,ngeruk,1
5358,ngerusak,1
5359,ngestan,1
5360,ngetatin,1
5361,ngetem,1
5362,ngetwit,1
5363,ngeyel,4
5364,ngeyelan,1
5365,nggambleh,1
5366,nggampangin,1
5367,ngganti,1
5368,nggantikan,1
5369,nggawe,1
5370,nggen,1
5371,nggih,2
5372,nggosok,2
5373,ngibul,6
5374,ngibuliman,1
5375,ngibulnya,1
5376,ngidam,1
5377,ngikuti,1
5378,ngimingi,1
5379,ngimpi,3
5380,ngingatin,1
5381,ngingetin,1
5382,nginteli,2
5383,ngintip,1
5384,ngirim,2
5385,ngirimi,1
5386,ngislam,1
5387,ngiyup,1
5388,ngkok,1
5389,nglamar,1
5390,ngmongnya,1
5391,ngobral,1
5392,ngobrol,21
5393,ngobrolin,8
5394,ngoceh,1
5395,ngoker,2
5396,ngomongnya,2
5397,ngomongo,1
5398,ngono,2
5399,ngopi,3
5400,ngototnya,1
5401,ngrasa,1
5402,ngringkesi,1
5403,nguap,1
5404,ngubaran,1
5405,ngubas,1
5406,ngudut,1
5407,ngulitin,2
5408,ngumumin,4
5409,ngumumkan,1
5410,ngumung,1
5411,ngunci,1
5412,ngundang,2
5413,ngungsi,2
5414,ngurah,1
5415,ngurangin,2
5416,ngurusi,1
5417,ngurusnya,1
5418,ngusap,1
5419,ngusulkan,1
5420,ngutang,8
5421,niat,8
5422,nid,1
5423,nies,11
5424,nigeria,1
5425,nights,3
5426,nihhh,1
5427,nihil,1
5428,niii,1
5429,nik,3
5430,nikah,2
5431,nikmat,14
5432,nila,1
5433,nilai,28
5434,nimbun,5
5435,nina,2
5436,ningrat,1
5437,ningsih,2
5438,ninoy,1
5439,ninu,4
5440,nipis,1
5441,nisaurrohmah,1
5442,niscaya,1
5443,nitip,4
5444,nitizen,2
5445,nitril,1
5446,njajah,1
5447,njeplak,2
5448,njiiirrr,1
5449,njlebod,1
5450,njogo,1
5451,njop,2
5452,nkr,1
5453,nmbh,1
5454,nntn,1
5455,nobar,29
5456,nobat,2
5457,noer,1
5458,nokat,1
5459,nolak,1
5460,nolongin,1
5461,nomer,5
5462,nomernya,1
5463,nomor,1
5464,nongkrongin,1
5465,nongoll,1
5466,nonmuslim,1
5467,nonton,63
5468,nook,1
5469,noor,4
5470,nope,1
5471,norm,1
5472,nose,1
5473,nostalgia,4
5474,nostalgila,1
5475,notice,1
5476,novaeny,1
5477,nt,1
5478,ntah,3
5479,ntaran,1
5480,ntat,1
5481,ntb,2
5482,nte,1
5483,ntik,1
5484,ntt,2
5485,ntup,1
5486,nuansa,2
5487,nuduh,8
5488,nugas,1
5489,nuggu,1
5490,nuhun,1
5491,nular,2
5492,numbalin,1
5493,numberi,1
5494,numpang,11
5495,nun,1
5496,nunggu,35
5497,nurani,1
5498,nurcholis,1
5499,nurhadi,3
5500,nuril,1
5501,nurjanah,1
5502,nurmalasari,1
5503,nurmansjah,1
5504,nurmantyo,1
5505,nurmayanto,1
5506,nursery,1
5507,nurul,3
5508,nurunin,1
5509,nurut,3
5510,nus,1
5511,nusantara,1
5512,nusapenida,1
5513,nutupi,2
5514,nutupin,2
5515,nuurul,1
5516,nuvo,1
5517,nuwun,5
5518,nuwus,11
5519,nuwusss,1
5520,nyabang,1
5521,nyabung,1
5522,nyadar,4
5523,nyalahin,8
5524,nyali,3
5525,nyalla,1
5526,nyaman,1
5527,nyambungin,1
5528,nyanggg,1
5529,nyantai,2
5530,nyantuy,1
5531,nyanyi,12
5532,nyap,1
5533,nyari,38
5534,nyaring,2
5535,nyata,53
5536,nyawa,1
5537,nyebar,5
5538,nyeeeet,2
5539,nyelip,1
5540,nyelupin,1
5541,nyemangatin,1
5542,nyembuhin,3
5543,nyempr,1
5544,nyemprot,1
5545,nyepin,1
5546,nyerang,8
5547,nyesel,8
5548,nyetir,1
5549,nyetok,1
5550,nyetop,1
5551,nyimak,5
5552,nyimeng,2
5553,nyindir,1
5554,nyinyir,1
5555,nyinyirin,1
5556,nyleneh,1
5557,nyo,1
5558,nyoba,3
5559,nyobain,3
5560,nyoblos,4
5561,nyocot,1
5562,nyokabnya,1
5563,nyokap,1
5564,nyokapnya,1
5565,nyontek,1
5566,nyontohin,1
5567,nyumbang,1
5568,nyumbangin,1
5569,nyumpahin,1
5570,nyurati,1
5571,nyuratin,5
5572,nyuratinnya,1
5573,nyuwum,1
5574,nyuwun,6
5575,oalahhhh,1
5576,ob,2
5577,obat,13
5578,obatin,1
5579,objek,2
5580,objektifitas,1
5581,obral,1
5582,obras,1
5583,obrol,12
5584,observ,1
5585,observer,1
5586,ocean,2
5587,odgj,2
5588,odhop,1
5589,odong,3
5590,odp,9
5591,oetoro,1
5592,oewg,1
5593,official,2
5594,offline,7
5595,offlinenya,1
5596,offside,9
5597,ohhh,2
5598,oiya,5
5599,ojob,1
5600,ojokuwi,1
5601,okeey,1
5602,okezone,1
5603,olah,3
5604,olahraga,3
5605,olang,2
5606,ole,1
5607,oleh,8
5608,oligarki,1
5609,olok,1
5610,omah,1
5611,omahku,1
5612,omdo,1
5613,omg,4
5614,omong,8
5615,omonga,1
5616,omongin,1
5617,ondel,3
5618,onemed,1
5619,ongkir,1
5620,onoh,2
5621,onok,7
5622,ontel,1
5623,ooiii,1
5624,oon,1
5625,ooo,1
5626,ootb,1
5627,oper,1
5628,operain,1
5629,operasi,7
5630,operation,2
5631,opini,2
5632,opinion,2
5633,oplos,1
5634,oposisi,1
5635,opportunist,1
5636,oprasi,1
5637,opung,2
5638,oran,1
5639,orang,6
5640,orangtua,3
5641,orangtuanya,3
5642,orangutan,2
5643,orba,4
5644,order,2
5645,organ,1
5646,organisasi,1
5647,origin,2
5648,original,5
5649,oro,3
5650,orthopedi,1
5651,ortophedi,1
5652,ortu,2
5653,ortumu,1
5654,oscar,1
5655,ostrali,1
5656,otak,5
5657,otoda,1
5658,otorita,3
5659,otos,1
5660,otsus,1
5661,ottawa,1
5662,otw,4
5663,outbreak,3
5664,outfit,1
5665,outift,1
5666,outlet,1
5667,outpaces,1
5668,overseas,2
5669,overstay,1
5670,overtake,1
5671,ovo,1
5672,owh,2
5673,owi,2
5674,owner,1
5675,ownernya,1
5676,oww,1
5677,oyak,1
5678,oyen,1
5679,oyi,1
5680,ozil,2
5681,paaaaaakkk,1
5682,paaaaak,1
5683,paaak,2
5684,paak,2
5685,paakk,1
5686,pabrik,1
5687,pacar,4
5688,pacific,1
5689,pacitan,1
5690,pack,2
5691,packed,1
5692,pacu,1
5693,pada,4
5694,padamuh,1
5695,padan,5
5696,padang,1
5697,padu,6
5698,paedah,1
5699,paf,2
5700,pagak,1
5701,pagi,1
5702,paham,22
5703,pajajaran,2
5704,pakai,30
5705,pakdeeee,1
5706,pakdhe,5
5707,pakewuh,2
5708,paki,1
5709,pakisaji,2
5710,pakisjajar,1
5711,pakistan,1
5712,pakk,4
5713,pakkk,2
5714,pakkkk,2
5715,pakkkkkkkkkkk,1
5716,paksa,9
5717,pakujajar,1
5718,palak,1
5719,palangkaraya,3
5720,palek,2
5721,palestina,5
5722,paling,2
5723,palma,1
5724,pamekasan,2
5725,pamer,1
5726,pamit,1
5727,pampang,1
5728,pan,4
5729,panadia,1
5730,panakukang,2
5731,panas,4
5732,pancing,2
5733,pancoran,1
5734,pand,1
5735,pandaan,3
5736,pandang,12
5737,pandanlandung,1
5738,pandanwangi,1
5739,pande,2
5740,pandemic,2
5741,panderman,3
5742,pandjaitan,5
5743,pandu,5
5744,panel,1
5745,pangandaran,1
5746,pangdam,1
5747,panggabean,2
5748,panggil,8
5749,panggung,1
5750,panic,7
5751,panik,48
5752,panita,1
5753,panjaitan,11
5754,panjan,1
5755,panjang,9
5756,panjat,1
5757,panjenengan,2
5758,panlih,1
5759,pansel,4
5760,pantau,23
5761,panteslah,2
5762,panturas,3
5763,panutanque,1
5764,panwaslih,1
5765,panwaslu,1
5766,papa,1
5767,papar,18
5768,papinja,1
5769,papua,55
5770,papuan,1
5771,para,1
5772,paragraf,1
5773,parah,4
5774,parakansalak,2
5775,paralayang,1
5776,parawansa,1
5777,parcel,1
5778,pardon,1
5779,parent,1
5780,parenting,2
5781,pariwsta,1
5782,park,8
5783,parker,2
5784,parkir,2
5785,parnok,1
5786,parody,2
5787,parpol,7
5788,partai,1
5789,partisipasi,17
5790,parttime,1
5791,party,2
5792,paruh,2
5793,pasal,2
5794,pasang,32
5795,pasar,3
5796,pasaribu,3
5797,pascagempa,1
5798,pascapemilu,1
5799,pasien,5
5800,pasifik,1
5801,paskibraka,1
5802,paslon,12
5803,pasok,3
5804,paspamprespun,1
5805,passion,2
5806,pasti,21
5807,pasu,2
5808,pasuk,3
5809,pasutri,1
5810,patas,1
5811,paten,1
5812,patients,1
5813,patje,1
5814,patria,1
5815,patuh,3
5816,patut,1
5817,paud,2
5818,paut,2
5819,pay,1
5820,payless,1
5821,pbnu,3
5822,pcr,2
5823,pctl,1
5824,pdam,5
5825,pdi,10
5826,pdip,1
5827,pdkt,2
5828,pdp,5
5829,peacock,1
5830,peama,2
5831,peca,1
5832,pecah,6
5833,pecat,8
5834,pedes,1
5835,peduli,3
5836,peduliin,1
5837,peek,2
5838,peemuan,1
5839,peenyataan,1
5840,pegang,5
5841,pegawai,2
5842,peka,5
5843,pekan,1
5844,pekarang,1
5845,peke,1
5846,peleh,1
5847,pelihara,5
5848,pelindo,1
5849,pelintir,47
5850,pelototin,1
5851,peluang,1
5852,peluk,4
5853,pematangsiantar,1
5854,pembant,1
5855,pembecinya,1
5856,pemda,7
5857,pemdamping,1
5858,peme,1
5859,pemerin,1
5860,pemerint,3
5861,pemerinta,1
5862,pemerintahn,1
5863,pemkab,4
5864,pemkot,104
5865,pemkotnya,1
5866,pemprotes,1
5867,pemprov,16
5868,pemred,2
5869,pemrth,1
5870,pemulihann,1
5871,pen,1
5872,penandatanganan,3
5873,penanganany,1
5874,penanggulanga,1
5875,penasaran,1
5876,penc,1
5877,pencerahane,1
5878,pendudukny,1
5879,pene,1
5880,peng,4
5881,pengaggum,1
5882,pengantin,1
5883,pengaruh,8
5884,penggal,3
5885,penghianat,1
5886,pengkol,1
5887,penies,1
5888,penjara,1
5889,penjulid,2
5890,pentas,2
5891,penting,13
5892,pentol,1
5893,penuh,10
5894,penyeb,1
5895,penyebrangan,1
5896,penyelanggara,1
5897,peolongan,1
5898,peopl,1
5899,per,7
5900,peran,9
5901,perang,1
5902,perangkat,2
5903,perangko,2
5904,perata,1
5905,perba,1
5906,perban,1
5907,perbe,1
5908,perbedaanya,1
5909,percados,1
5910,percaya,21
5911,percayaa,2
5912,percoyo,2
5913,percumah,1
5914,percya,1
5915,perempua,1
5916,perform,1
5917,performance,3
5918,performers,1
5919,perge,1
5920,pergi,6
5921,perhati,33
5922,perhatia,1
5923,periha,1
5924,periksa,52
5925,perind,1
5926,perintah,12
5927,periode,1
5928,perizininan,1
5929,perjuangin,1
5930,perkemba,1
5931,perki,1
5932,perkosa,1
5933,perkumpu,1
5934,perl,1
5935,perlu,5
5936,perluh,1
5937,perlun,1
5938,permanen,3
5939,pern,1
5940,perna,2
5941,perpanjangbsim,1
5942,perppu,1
5943,perpu,11
5944,perscon,1
5945,persepakbolaan,1
5946,persepsi,1
5947,persetan,1
5948,persib,7
5949,persija,1
5950,persipura,2
5951,persiraja,2
5952,persoala,1
5953,persona,1
5954,personil,6
5955,pert,1
5956,pertama,1
5957,pertamina,8
5958,pertanggunjawabanny,1
5959,pertanyaaan,1
5960,pertimbangankan,1
5961,pertmuan,1
5962,peruode,1
5963,perut,2
5964,perwira,2
5965,pes,2
5966,pesan,68
5967,pesantren,1
5968,pesat,1
5969,pesawat,12
5970,pesebakbola,1
5971,pesiar,2
5972,pesimis,4
5973,pesimisme,1
5974,pesing,1
5975,pesona,2
5976,pesta,6
5977,pet,1
5978,peta,23
5979,petak,1
5980,peter,2
5981,petinggi,3
5982,petir,4
5983,petisi,2
5984,petral,1
5985,petroleum,1
5986,petroxi,1
5987,petu,1
5988,pffffffttttttttttttt,1
5989,pgi,1
5990,pgn,4
5991,pham,1
5992,phan,1
5993,phoax,1
5994,photo,6
5995,photobooth,2
5996,photofunia,1
5997,photographie,2
5998,photography,1
5999,piagio,1
6000,piara,1
6001,pickup,1
6002,picu,3
6003,pidana,3
6004,pidato,3
6005,pierre,2
6006,pigai,2
6007,pihak,2
6008,pihakya,1
6009,pihal,1
6010,piham,1
6011,pijet,1
6012,pik,3
6013,pikada,1
6014,pikir,45
6015,pil,1
6016,pilatus,2
6017,pilbup,7
6018,pileg,3
6019,pilgub,2
6020,pilhan,1
6021,pilih,96
6022,pilihane,1
6023,pilkada,8
6024,pim,1
6025,pimpin,32
6026,pindah,23
6027,pindai,3
6028,pineng,1
6029,pinggir,1
6030,pingin,5
6031,pinjam,2
6032,pinjeman,1
6033,pink,2
6034,pinokio,4
6035,pipi,1
6036,piplres,1
6037,pipu,1
6038,piranha,1
6039,pisa,2
6040,pisah,5
6041,piyambakipun,2
6042,pju,2
6043,pkc,1
6044,pkh,1
6045,pki,19
6046,pks,16
6047,pl,1
6048,pla,1
6049,plaingsong,1
6050,plas,1
6051,plastic,1
6052,playdate,2
6053,playfest,5
6054,playlist,6
6055,playsetan,4
6056,playstore,1
6057,plbn,1
6058,pleciden,1
6059,plengas,1
6060,plengos,1
6061,pliiis,1
6062,plintir,1
6063,plongaplongopendusta,3
6064,plowersnya,1
6065,ply,3
6066,plzz,1
6067,pmbenci,1
6068,pmi,4
6069,pminpin,1
6070,pmk,2
6071,pmsalahan,1
6072,pndjaitan,1
6073,pnganan,1
6074,pnh,1
6075,pnik,2
6076,pnjng,1
6077,pnk,1
6078,pns,13
6079,pnya,3
6080,pnyebaran,1
6081,pocketbac,1
6082,poetics,1
6083,pohon,6
6084,poi,1
6085,poin,2
6086,point,8
6087,pojok,9
6088,poko,5
6089,pokok,1
6090,pokoke,2
6091,pokokx,1
6092,pol,1
6093,polandia,1
6094,polarisasi,1
6095,polda,7
6096,polhukam,2
6097,polinema,1
6098,polis,1
